id,user_id,vehicle_model,battery_capacity_kwh,charging_station_id,charging_station_location,charging_start,charging_end,energy_consumed,charging_duration_hours,charging_rate_kw,charging_cost_usd,time_of_day,day_of_week,soc_start_pct,soc_end_pct,distance_km,temperature_c,vehicle_age_years,charger_type,user_type
131,User_131,Chevy Bolt,100,Station_292,Los Angeles,2024-01-06 10:00,2024-01-06 13:15,47.53,3.8,14.33,31.1,Afternoon,Tuesday,59.93,81.18,139.4,19,3,Level 2,Commuter
132,User_132,Hyundai Kona,100,Station_114,Houston,2024-01-06 11:00,2024-01-06 11:40,36.62,3.36,27.32,11.58,Afternoon,Sunday,66.56,56.24,69.2,24.5,7,Level 2,Long-Distance Traveler
133,User_133,BMW i3,50,Station_199,Houston,2024-01-06 12:00,2024-01-06 12:41,65.49,2.07,37.58,31.15,Evening,Thursday,42.84,83.71,102.2,17.5,6,DC Fast Charger,Long-Distance Traveler
134,User_134,Hyundai Kona,85,Station_13,Houston,2024-01-06 13:00,2024-01-06 16:19,33.89,3.63,18.6,24.47,Night,Monday,40.14,63.35,267.8,-4.2,3,DC Fast Charger,Long-Distance Traveler
135,User_135,Chevy Bolt,48,Station_271,Los Angeles,2024-01-06 14:00,2024-01-06 15:08,47.29,3.29,15.41,46.27,Morning,Wednesday,28.21,50.64,277.5,7.1,7,DC Fast Charger,Long-Distance Traveler
136,User_136,Chevy Bolt,100,Station_89,Chicago,2024-01-06 15:00,2024-01-06 18:48,48.49,0.56,16.76,7.6,Morning,Saturday,35.89,90.85,103.9,0.5,7,Level 2,Long-Distance Traveler
137,User_137,BMW i3,75,Station_215,Los Angeles,2024-01-06 16:00,2024-01-06 18:48,15.01,0.65,13.76,13.73,Evening,Friday,84.24,77.86,220.2,20,6,Level 2,Commuter
138,User_138,Nissan Leaf,85,Station_444,Houston,2024-01-06 17:00,2024-01-06 18:05,30.07,1.27,35.87,35.04,Night,Friday,13.95,93.6,122.8,33,1,DC Fast Charger,Long-Distance Traveler
139,User_139,Nissan Leaf,85,Station_278,San Francisco,2024-01-06 18:00,2024-01-06 19:21,74.11,2.97,32.29,25.66,Evening,Tuesday,33.44,86.9,179.6,14.1,4,Level 1,Long-Distance Traveler
140,User_140,Hyundai Kona,62,Station_447,New York,2024-01-06 19:00,2024-01-06 20:00,66.15,3.06,50.17,36.3,Evening,Monday,75.49,56.12,46.8,32.3,1,Level 2,Commuter
141,User_141,Tesla Model 3,100,Station_474,Houston,2024-01-06 20:00,2024-01-06 21:02,47.38,1.3,48.16,28.11,Morning,Monday,23.64,68.06,0,8.5,4,DC Fast Charger,Casual Driver
142,User_142,Hyundai Kona,62,Station_481,San Francisco,2024-01-06 21:00,2024-01-06 23:50,45.99,2.85,30.6,23.61,Night,Wednesday,34.87,77.64,108.7,3.8,6,Level 2,Commuter
143,User_143,BMW i3,75,Station_203,Chicago,2024-01-06 22:00,2024-01-07 00:55,48.29,2.07,34.39,30.24,Night,Wednesday,61.87,92.69,208.8,-8,6,Level 1,Commuter
144,User_144,BMW i3,50,Station_74,Houston,2024-01-06 23:00,2024-01-07 02:18,78.69,2.86,36.56,7.64,Evening,Tuesday,38.19,82.43,17.2,12.7,7,Level 1,Long-Distance Traveler
145,User_145,BMW i3,93,Station_25,San Francisco,2024-01-07 00:00,2024-01-07 01:27,68.03,1.52,16.4,18.97,Morning,Tuesday,50.7,60.75,148.1,34.8,0,Level 2,Casual Driver
146,User_146,BMW i3,85,Station_101,Houston,2024-01-07 01:00,2024-01-07 04:33,40.25,3.64,33.73,17.24,Night,Tuesday,45.03,77.8,28.5,39,6,DC Fast Charger,Commuter
147,User_147,BMW i3,100,Station_176,Los Angeles,2024-01-07 02:00,2024-01-07 05:01,74.28,1.06,41.34,12.89,Evening,Thursday,66.01,82.71,35.5,4.8,7,Level 2,Casual Driver
148,User_148,Chevy Bolt,85,Station_427,San Francisco,2024-01-07 03:00,2024-01-07 06:50,0,3.88,38.87,20.26,Afternoon,Monday,20.22,99.53,246.4,7.5,1,DC Fast Charger,Commuter
149,User_149,Nissan Leaf,50,Station_117,Los Angeles,2024-01-07 04:00,2024-01-07 06:37,74.95,2.02,43.62,31.58,Morning,Tuesday,72.34,62.45,127.9,12.3,5,Level 2,Long-Distance Traveler
150,User_150,BMW i3,100,Station_166,Los Angeles,2024-01-07 05:00,2024-01-07 06:00,52.88,1.28,35.53,7.95,Night,Sunday,30.6,76.03,186.8,19.2,0,Level 1,Commuter
151,User_151,Tesla Model 3,50,Station_41,San Francisco,2024-01-07 06:00,2024-01-07 07:24,34.97,2.5,19.65,16.53,Night,Monday,36.73,69.41,249.1,9.6,4,Level 2,Commuter
152,User_152,Tesla Model 3,85,Station_429,New York,2024-01-07 07:00,2024-01-07 07:39,55.92,2.55,6.64,25.57,Night,Saturday,46.87,67.96,179.1,15.2,6,DC Fast Charger,Commuter
153,User_153,Tesla Model 3,62,Station_344,San Francisco,2024-01-07 08:00,2024-01-07 11:37,76.6,3.32,31.6,19.34,Morning,Friday,69.31,92.69,291,31.2,3,DC Fast Charger,Casual Driver
154,User_154,Tesla Model 3,100,Station_424,New York,2024-01-07 09:00,2024-01-07 11:39,20.26,1.35,3.02,31.89,Evening,Friday,79.65,88.24,32,36.5,0,Level 1,Casual Driver
155,User_155,Chevy Bolt,50,Station_366,Houston,2024-01-07 10:00,2024-01-07 10:44,56.07,3.25,28.17,7.96,Afternoon,Monday,75.63,55.82,219.4,7.1,4,DC Fast Charger,Long-Distance Traveler
156,User_156,Tesla Model 3,62,Station_120,Houston,2024-01-07 11:00,2024-01-07 11:32,65.05,3.44,22.56,20.8,Night,Saturday,83.59,80.04,188.1,25.3,3,DC Fast Charger,Casual Driver
157,User_157,BMW i3,85,Station_97,San Francisco,2024-01-07 12:00,2024-01-07 13:12,0,2.72,9.95,11.75,Morning,Friday,20.16,87.84,81.4,37.8,3,Level 1,Casual Driver
158,User_158,Hyundai Kona,51,Station_145,Houston,2024-01-07 13:00,2024-01-07 16:08,23.57,0.84,49.78,22,Night,Friday,51.07,79,267.3,-3.1,3,DC Fast Charger,Casual Driver
159,User_159,Tesla Model 3,62,Station_216,Chicago,2024-01-07 14:00,2024-01-07 17:47,0,1.99,21.74,8.61,Evening,Friday,45.19,52.94,56.9,38.6,3,DC Fast Charger,Long-Distance Traveler
160,User_160,Chevy Bolt,100,Station_229,Los Angeles,2024-01-07 15:00,2024-01-07 16:36,41.09,5.22,7.85,37.37,Afternoon,Wednesday,10.71,64.16,35.4,-2.6,7,Level 2,Long-Distance Traveler
161,User_161,Chevy Bolt,58,Station_313,Los Angeles,2024-01-07 16:00,2024-01-07 17:25,49,3.74,2.56,15.93,Night,Saturday,15.6,98,85.1,15.6,6,Level 2,Long-Distance Traveler
162,User_162,Tesla Model 3,85,Station_130,New York,2024-01-07 17:00,2024-01-07 18:32,10.28,2.36,45.69,7.05,Morning,Wednesday,27.84,52.21,39.3,35.1,2,Level 2,Long-Distance Traveler
163,User_163,Hyundai Kona,85,Station_352,Houston,2024-01-07 18:00,2024-01-07 21:52,45.57,3.27,11.09,34.03,Evening,Monday,45.71,87.23,217.6,-9.1,1,Level 2,Commuter
164,User_164,Tesla Model 3,62,Station_377,New York,2024-01-07 19:00,2024-01-07 19:44,69.11,3.28,22.99,9.36,Afternoon,Monday,58.58,62.96,101.4,1.5,1,Level 2,Long-Distance Traveler
165,User_165,Chevy Bolt,103,Station_318,Los Angeles,2024-01-07 20:00,2024-01-07 22:18,37.76,3.4,32.73,26.22,Morning,Thursday,74.68,64.65,156.4,2.2,6,Level 2,Long-Distance Traveler
166,User_166,Nissan Leaf,85,Station_472,Los Angeles,2024-01-07 21:00,2024-01-07 23:25,14.5,2.55,21.24,30.87,Night,Wednesday,30.76,56.51,119.4,-5.6,1,Level 2,Commuter
167,User_167,BMW i3,75,Station_137,Houston,2024-01-07 22:00,2024-01-08 00:01,54.64,3.25,19.71,18.84,Morning,Monday,27.02,85.54,130.6,12.6,5,Level 1,Commuter
168,User_168,Chevy Bolt,75,Station_324,Chicago,2024-01-07 23:00,2024-01-08 01:47,67.89,3.01,9.68,11.33,Afternoon,Wednesday,64.31,77.58,32.9,16.3,6,Level 2,Casual Driver
169,User_169,Tesla Model 3,100,Station_337,Chicago,2024-01-08 00:00,2024-01-08 03:15,22.74,1.03,29.64,8.23,Evening,Thursday,76.23,85.78,281,-2.9,4,DC Fast Charger,Casual Driver
170,User_170,BMW i3,85,Station_273,Houston,2024-01-08 01:00,2024-01-08 02:16,56.02,1.04,37.85,14.58,Evening,Monday,18.04,61.93,14.7,11.5,7,Level 1,Long-Distance Traveler
171,User_171,Tesla Model 3,85,Station_117,Houston,2024-01-08 02:00,2024-01-08 03:26,127.76,0.98,9.29,20.34,Night,Monday,27.65,90.3,104,18.4,1,Level 2,Casual Driver
172,User_172,Tesla Model 3,100,Station_306,New York,2024-01-08 03:00,2024-01-08 04:19,13.88,0.52,9.91,26.91,Night,Monday,40.8,71.38,136.3,24.8,5,Level 2,Commuter
173,User_173,Nissan Leaf,75,Station_368,Houston,2024-01-08 04:00,2024-01-08 05:40,0,3.47,32.6,37.21,Night,Monday,68.79,75.67,62.4,27.9,7,DC Fast Charger,Casual Driver
174,User_174,BMW i3,100,Station_94,Chicago,2024-01-08 05:00,2024-01-08 07:52,47.82,2.05,6.08,35.99,Night,Tuesday,61.58,97.96,90.1,7.2,2,Level 1,Casual Driver
175,User_175,BMW i3,50,Station_168,Houston,2024-01-08 06:00,2024-01-08 08:55,71.14,1.73,14.83,37.02,Afternoon,Saturday,73.16,75.75,150.3,17.4,5,DC Fast Charger,Long-Distance Traveler
176,User_176,Nissan Leaf,85,Station_442,New York,2024-01-08 07:00,2024-01-08 08:51,6.09,3.28,4.87,9.19,Night,Saturday,14.45,61.79,54.8,6.2,2,DC Fast Charger,Commuter
177,User_177,Chevy Bolt,50,Station_203,New York,2024-01-08 08:00,2024-01-08 10:25,33.1,2.18,16.69,36.52,Morning,Wednesday,79.5,53.57,174.4,-7.9,8,Level 1,Commuter
178,User_178,Tesla Model 3,96,Station_341,New York,2024-01-08 09:00,2024-01-08 11:14,78.83,2.92,8.42,23.3,Afternoon,Wednesday,12.48,78.61,118.7,4.8,0,DC Fast Charger,Casual Driver
179,User_179,Hyundai Kona,100,Station_149,New York,2024-01-08 10:00,2024-01-08 11:57,63.24,0.84,5.26,39.7,Afternoon,Wednesday,31.11,50.16,133,30.8,2,Level 1,Casual Driver
180,User_180,Tesla Model 3,50,Station_402,San Francisco,2024-01-08 11:00,2024-01-08 11:31,50.16,3.98,29.09,8.85,Night,Thursday,62.13,95.4,42.4,18.5,7,DC Fast Charger,Casual Driver
181,User_181,Tesla Model 3,50,Station_183,Houston,2024-01-08 12:00,2024-01-08 14:13,21.82,0.86,97.34,13.1,Afternoon,Sunday,78.27,76.9,240.8,10.3,5,Level 1,Long-Distance Traveler
182,User_182,Chevy Bolt,50,Station_413,Los Angeles,2024-01-08 13:00,2024-01-08 14:53,61,3.03,5.72,20.42,Morning,Tuesday,44.95,66.2,232.3,27.5,6,Level 2,Casual Driver
183,User_183,Tesla Model 3,62,Station_152,Houston,2024-01-08 14:00,2024-01-08 15:12,47.31,0.97,10.16,25.92,Afternoon,Sunday,40.49,98.82,260.7,23.7,5,Level 1,Casual Driver
184,User_184,Nissan Leaf,62,Station_74,San Francisco,2024-01-08 15:00,2024-01-08 18:03,33.78,1.35,48.77,22.9,Afternoon,Wednesday,86.1,60.26,59.1,58.1,5,DC Fast Charger,Long-Distance Traveler
185,User_185,Nissan Leaf,62,Station_365,New York,2024-01-08 16:00,2024-01-08 17:40,47.84,1.61,36.25,11.35,Morning,Wednesday,61.58,55.66,258.7,31.4,6,DC Fast Charger,Commuter
186,User_186,BMW i3,50,Station_401,San Francisco,2024-01-08 17:00,2024-01-08 20:15,10.64,3.08,19.17,6.5,Morning,Monday,66.58,69.16,81.3,20.6,6,Level 2,Long-Distance Traveler
187,User_187,Hyundai Kona,103,Station_274,Chicago,2024-01-08 18:00,2024-01-08 20:03,72.24,3.5,14.44,24.33,Afternoon,Sunday,83.21,83.21,131.3,3.9,2,Level 2,Casual Driver
188,User_188,Tesla Model 3,85,Station_42,Chicago,2024-01-08 19:00,2024-01-08 20:11,36.16,3.1,46.33,37.21,Evening,Monday,12.67,86.88,87.1,28.7,2,Level 2,Casual Driver
189,User_189,Tesla Model 3,50,Station_496,Houston,2024-01-08 20:00,2024-01-08 22:42,63.63,2.04,9.99,35.03,Afternoon,Sunday,41.01,71.25,0,5.1,1,Level 1,Commuter
190,User_190,Chevy Bolt,50,Station_212,Houston,2024-01-08 21:00,2024-01-08 23:48,8.35,2.31,47.48,19.75,Morning,Sunday,43.32,62.97,311.6,3,5,Level 1,Long-Distance Traveler
191,User_191,Nissan Leaf,100,Station_101,Los Angeles,2024-01-08 22:00,2024-01-08 23:34,65.83,3.71,7.25,7.45,Morning,Monday,82.15,58.36,65.3,-7.4,0,Level 1,Casual Driver
192,User_192,Hyundai Kona,100,Station_45,Los Angeles,2024-01-08 23:00,2024-01-09 00:03,55.19,1.41,0,23.68,Morning,Wednesday,152.49,68.13,249,30.7,0,Level 1,Commuter
193,User_193,BMW i3,85,Station_82,Chicago,2024-01-09 00:00,2024-01-09 02:29,55.98,1.11,13.8,31.53,Evening,Monday,2.33,71.04,67.9,11.4,5,Level 1,Casual Driver
194,User_194,Nissan Leaf,62,Station_17,New York,2024-01-09 01:00,2024-01-09 01:30,38.51,0.98,15.81,38.19,Morning,Wednesday,37.91,57.54,253,21.4,3,DC Fast Charger,Commuter
195,User_195,BMW i3,85,Station_73,San Francisco,2024-01-09 02:00,2024-01-09 04:39,13.11,0.57,14.55,28.93,Night,Sunday,12.04,91.07,201.6,1.9,7,DC Fast Charger,Casual Driver
196,User_196,Chevy Bolt,75,Station_14,Los Angeles,2024-01-09 03:00,2024-01-09 05:57,7.82,3.46,5.1,32.27,Night,Thursday,70.55,50.1,50.3,29.9,6,DC Fast Charger,Casual Driver
197,User_197,Chevy Bolt,50,Station_433,Los Angeles,2024-01-09 04:00,2024-01-09 05:30,52.51,2.76,17.13,43.16,Evening,Thursday,30.48,90.93,152.3,-7.4,0,Level 1,Commuter
198,User_198,Tesla Model 3,85,Station_157,New York,2024-01-09 05:00,2024-01-09 07:58,12.13,0.98,32.1,31.07,Morning,Friday,47.72,62.36,212.6,-1.2,3,Level 2,Commuter
199,User_199,Hyundai Kona,75,Station_223,New York,2024-01-09 06:00,2024-01-09 07:57,28.99,3.28,0,8.69,Morning,Tuesday,39.67,60.73,196,7.2,3,DC Fast Charger,Casual Driver
200,User_200,BMW i3,62,Station_132,Houston,2024-01-09 07:00,2024-01-09 08:37,13.49,2.67,29.87,27.32,Night,Monday,82.89,52.65,0,-5.7,1,DC Fast Charger,Commuter
201,User_201,Nissan Leaf,62,Station_338,San Francisco,2024-01-09 08:00,2024-01-09 10:36,80.73,2.88,36.78,12.95,Night,Saturday,70.52,92.97,211.6,4.7,4,Level 1,Casual Driver
202,User_202,Chevy Bolt,85,Station_404,New York,2024-01-09 09:00,2024-01-09 11:49,53.59,3.45,6.93,7.44,Afternoon,Monday,58.07,92.27,102,7.4,6,Level 1,Casual Driver
203,User_203,Tesla Model 3,62,Station_376,Los Angeles,2024-01-09 10:00,2024-01-09 10:51,72.83,0.6,47.53,36.36,Evening,Tuesday,81.72,65.99,186.7,-8.8,2,Level 1,Long-Distance Traveler
204,User_204,Tesla Model 3,85,Station_376,Los Angeles,2024-01-09 11:00,2024-01-09 13:57,64.23,2.82,29.93,5.94,Afternoon,Sunday,69.29,64.34,268.9,3.9,0,DC Fast Charger,Casual Driver
205,User_205,BMW i3,100,Station_47,Chicago,2024-01-09 12:00,2024-01-09 13:51,17.85,2.51,48.38,38.5,Evening,Tuesday,43.82,58.45,269,19.3,2,Level 2,Casual Driver
206,User_206,Chevy Bolt,62,Station_107,New York,2024-01-09 13:00,2024-01-09 15:38,63.85,3.89,37.23,8.32,Morning,Sunday,17.58,74.05,128.4,28.2,3,Level 1,Commuter
207,User_207,Hyundai Kona,85,Station_108,Houston,2024-01-09 14:00,2024-01-09 14:59,70.99,0.78,12.56,13.17,Morning,Friday,72.9,68.05,189.4,4.8,7,Level 1,Long-Distance Traveler
208,User_208,Chevy Bolt,85,Station_265,San Francisco,2024-01-09 15:00,2024-01-09 17:35,62.25,3.43,18.59,15.58,Evening,Tuesday,78.6,99.52,102.9,20.8,6,Level 2,Commuter
209,User_209,BMW i3,89,Station_205,Houston,2024-01-09 16:00,2024-01-09 18:06,78.64,0.61,34.82,31.45,Afternoon,Wednesday,74.35,50.72,0,22,6,Level 2,Commuter
210,User_210,BMW i3,85,Station_79,Los Angeles,2024-01-09 17:00,2024-01-09 17:53,6.96,2.42,22.67,26.22,Night,Monday,16.34,78.76,86.6,29.6,1,Level 2,Casual Driver
211,User_211,Chevy Bolt,85,Station_155,Houston,2024-01-09 18:00,2024-01-09 18:43,75.19,3.62,53.17,14.74,Evening,Tuesday,17.16,64.31,150,24.9,5,Level 1,Casual Driver
212,User_212,BMW i3,50,Station_271,Los Angeles,2024-01-09 19:00,2024-01-09 20:05,1.75,0.8,8.43,22.72,Evening,Wednesday,27.12,78.97,65.9,25.9,2,Level 1,Casual Driver
213,User_213,Chevy Bolt,82,Station_476,Los Angeles,2024-01-09 20:00,2024-01-09 23:46,73.61,3.67,3.86,14.12,Evening,Tuesday,46.81,86.6,162.1,33.9,7,DC Fast Charger,Commuter
214,User_214,Nissan Leaf,62,Station_485,Los Angeles,2024-01-09 21:00,2024-01-10 00:52,6.38,0.9,33.84,27.8,Morning,Saturday,46.18,99.01,169.1,-3,2,DC Fast Charger,Commuter
215,User_215,Chevy Bolt,62,Station_247,Los Angeles,2024-01-09 22:00,2024-01-09 22:53,51.16,1.29,15,39.82,Evening,Wednesday,44.27,90.67,35.5,31.9,2,DC Fast Charger,Casual Driver
216,User_216,Chevy Bolt,75,Station_19,Los Angeles,2024-01-09 23:00,2024-01-10 02:37,28.23,1.22,23.44,36.34,Morning,Thursday,61.79,65.22,91.1,24.3,7,DC Fast Charger,Commuter
217,User_217,BMW i3,62,Station_346,Chicago,2024-01-10 00:00,2024-01-10 02:04,67.92,3.7,41.74,32.18,Night,Wednesday,63.58,89.94,157,14.3,5,DC Fast Charger,Long-Distance Traveler
218,User_218,BMW i3,75,Station_436,Houston,2024-01-10 01:00,2024-01-10 02:24,15.27,2.87,5.37,7.63,Night,Friday,86.95,85.14,113.7,6.9,6,DC Fast Charger,Long-Distance Traveler
219,User_219,Tesla Model 3,85,Station_26,Chicago,2024-01-10 02:00,2024-01-10 05:54,50.64,2.23,29.63,38.25,Afternoon,Sunday,31.57,70.65,195,6.4,3,Level 1,Long-Distance Traveler
220,User_220,Tesla Model 3,50,Station_217,Chicago,2024-01-10 03:00,2024-01-10 06:57,52.05,2.94,5.23,25,Morning,Wednesday,74.87,64.37,154,4.8,4,DC Fast Charger,Commuter
221,User_221,Nissan Leaf,75,Station_154,New York,2024-01-10 04:00,2024-01-10 04:53,57.9,0.61,15.38,28.14,Night,Tuesday,58.6,77.23,266.7,15.7,7,Level 1,Long-Distance Traveler
222,User_222,Tesla Model 3,75,Station_154,New York,2024-01-10 05:00,2024-01-10 08:54,30.9,0.67,40.56,14.44,Night,Thursday,24.83,61.28,13,33.5,4,Level 1,Casual Driver
223,User_223,Chevy Bolt,47,Station_174,New York,2024-01-10 06:00,2024-01-10 09:01,35.35,3.13,5.5,12.65,Afternoon,Thursday,41.21,98.92,219.2,-8.7,4,Level 2,Casual Driver
224,User_224,BMW i3,75,Station_92,San Francisco,2024-01-10 07:00,2024-01-10 10:31,11.93,2.75,49.42,25.99,Afternoon,Wednesday,29.33,88.43,192.2,-3.4,0,Level 1,Casual Driver
225,User_225,Tesla Model 3,62,Station_433,New York,2024-01-10 08:00,2024-01-10 08:55,55.46,0.58,20.99,16.65,Afternoon,Tuesday,78.79,55.02,90.4,15.9,3,Level 1,Long-Distance Traveler
226,User_226,Tesla Model 3,50,Station_338,Houston,2024-01-10 09:00,2024-01-10 12:43,44.16,3.98,23.75,5.55,Morning,Thursday,81.45,89.29,33.6,-5.3,7,Level 1,Long-Distance Traveler
227,User_227,Nissan Leaf,100,Station_480,Chicago,2024-01-10 10:00,2024-01-10 11:49,65.24,0.88,46.97,24.75,Evening,Saturday,27.08,55.75,95.7,20.4,4,Level 2,Commuter
228,User_228,Nissan Leaf,50,Station_181,Houston,2024-01-10 11:00,2024-01-10 14:15,20.46,3.65,18.6,7.67,Morning,Wednesday,18.13,56.11,62.9,25.4,7,Level 1,Casual Driver
229,User_229,Chevy Bolt,27,Station_131,New York,2024-01-10 12:00,2024-01-10 13:34,49.19,1.91,32.36,9.12,Afternoon,Wednesday,64.42,99.6,120.4,2.8,5,Level 2,Commuter
230,User_230,BMW i3,85,Station_450,San Francisco,2024-01-10 13:00,2024-01-10 14:44,32.64,0.56,29.2,5.78,Evening,Sunday,51.56,73.55,183.6,29.9,0,DC Fast Charger,Long-Distance Traveler
231,User_231,Nissan Leaf,85,Station_481,San Francisco,2024-01-10 14:00,2024-01-10 17:28,66.62,1.23,45.51,22.34,Night,Wednesday,62.39,79.43,286.1,-1,0,Level 1,Commuter
232,User_232,Tesla Model 3,62,Station_298,Chicago,2024-01-10 15:00,2024-01-10 18:12,33.37,0.61,10.2,35.96,Morning,Thursday,26.85,99.64,244.1,26.9,0,DC Fast Charger,Casual Driver
233,User_233,BMW i3,121,Station_275,Houston,2024-01-10 16:00,2024-01-10 17:12,68.83,2.47,16.94,33.86,Afternoon,Monday,70.75,55.33,139,-2,0,Level 1,Commuter
234,User_234,BMW i3,75,Station_273,Los Angeles,2024-01-10 17:00,2024-01-10 17:58,65.89,0.74,36.49,9.14,Afternoon,Tuesday,18.87,65.02,77.3,11.7,5,Level 2,Commuter
235,User_235,Tesla Model 3,62,Station_492,Houston,2024-01-10 18:00,2024-01-10 21:14,0,2.17,41.53,9.08,Evening,Friday,18.86,98.32,139.2,1.6,3,DC Fast Charger,Long-Distance Traveler
236,User_236,Nissan Leaf,75,Station_417,New York,2024-01-10 19:00,2024-01-10 20:50,12.67,2.82,18.72,32.18,Morning,Friday,35.92,67.08,296.1,29.4,3,Level 1,Long-Distance Traveler
237,User_237,Tesla Model 3,50,Station_76,Los Angeles,2024-01-10 20:00,2024-01-10 23:35,25.35,0.61,16.88,19.33,Night,Tuesday,72.4,67.43,73.4,3,0,Level 1,Long-Distance Traveler
238,User_238,BMW i3,100,Station_177,San Francisco,2024-01-10 21:00,2024-01-10 22:23,37.93,1.71,0,36.21,Night,Monday,35.55,87.94,69.6,-1.3,2,Level 2,Long-Distance Traveler
239,User_239,Hyundai Kona,75,Station_184,Chicago,2024-01-10 22:00,2024-01-10 23:08,0,0.69,30,23.49,Evening,Sunday,32.64,60.22,111.2,-8.6,6,Level 1,Casual Driver
240,User_240,Hyundai Kona,50,Station_319,Chicago,2024-01-10 23:00,2024-01-11 00:11,31.88,1.38,23.47,38.29,Evening,Sunday,68.82,92.84,249.8,38.2,6,DC Fast Charger,Casual Driver
241,User_241,Chevy Bolt,50,Station_131,San Francisco,2024-01-11 00:00,2024-01-11 03:05,29.58,3.2,37.18,16.67,Night,Sunday,24.74,80.6,248.9,5.8,5,Level 2,Commuter
242,User_242,Tesla Model 3,100,Station_363,New York,2024-01-11 01:00,2024-01-11 01:58,37.51,3.52,6.34,23.23,Evening,Sunday,31.2,76.03,203.7,30.1,1,DC Fast Charger,Casual Driver
243,User_243,Tesla Model 3,62,Station_49,San Francisco,2024-01-11 02:00,2024-01-11 05:20,7.85,2.56,0,25.95,Evening,Tuesday,89.85,85.15,26.4,39.6,3,DC Fast Charger,Commuter
244,User_244,Chevy Bolt,100,Station_55,New York,2024-01-11 03:00,2024-01-11 05:40,66.52,0.21,15.1,34.74,Morning,Wednesday,19.51,63.49,123.6,-6.8,4,Level 1,Long-Distance Traveler
245,User_245,Chevy Bolt,100,Station_154,Los Angeles,2024-01-11 04:00,2024-01-11 06:47,0,2.01,74.61,7.89,Evening,Saturday,82.22,77.02,206.7,27.4,2,Level 1,Commuter
246,User_246,Chevy Bolt,62,Station_355,San Francisco,2024-01-11 05:00,2024-01-11 08:36,29.84,3.47,14.04,9.06,Afternoon,Tuesday,17.26,53.66,195.5,19.2,7,Level 2,Commuter
247,User_247,BMW i3,100,Station_200,New York,2024-01-11 06:00,2024-01-11 08:51,59.78,3.84,28.46,13.52,Afternoon,Tuesday,72.52,69.19,134.4,18.1,6,Level 2,Casual Driver
248,User_248,Tesla Model 3,95,Station_308,Los Angeles,2024-01-11 07:00,2024-01-11 10:53,76.36,2.97,10.89,68.93,Afternoon,Saturday,80.68,64.03,213.5,36.5,5,Level 2,Commuter
249,User_249,BMW i3,100,Station_356,San Francisco,2024-01-11 08:00,2024-01-11 11:24,60.41,1.71,48.79,17.9,Evening,Thursday,77.01,82.53,99.5,12.9,2,DC Fast Charger,Casual Driver
250,User_250,Chevy Bolt,85,Station_373,Chicago,2024-01-11 09:00,2024-01-11 10:11,44.79,3.43,35.39,36.91,Night,Friday,20.08,76.26,283.9,10.6,6,DC Fast Charger,Commuter
251,User_251,Tesla Model 3,75,Station_118,San Francisco,2024-01-11 10:00,2024-01-11 12:03,22.23,3.38,0,27.52,Afternoon,Friday,30.81,57.71,227.5,0.5,1,DC Fast Charger,Casual Driver
252,User_252,BMW i3,100,Station_263,Houston,2024-01-11 11:00,2024-01-11 14:09,22.28,2.31,18.21,24.41,Morning,Wednesday,83.64,59.26,114.5,21.7,3,DC Fast Charger,Long-Distance Traveler
253,User_253,BMW i3,85,Station_46,San Francisco,2024-01-11 12:00,2024-01-11 13:01,29.01,2.53,43.01,12.29,Evening,Saturday,70.25,92.5,199.6,1.1,3,Level 1,Casual Driver
254,User_254,Chevy Bolt,75,Station_302,Houston,2024-01-11 13:00,2024-01-11 16:19,61.12,2.71,28.4,20.04,Night,Sunday,28.72,52.96,172.7,-3.1,1,Level 2,Long-Distance Traveler
255,User_255,Tesla Model 3,62,Station_356,Los Angeles,2024-01-11 14:00,2024-01-11 17:09,65.55,3.58,12.16,24.21,Night,Sunday,47.91,97.31,153.2,28.7,3,Level 1,Casual Driver
256,User_256,Chevy Bolt,50,Station_400,San Francisco,2024-01-11 15:00,2024-01-11 15:55,76.58,0.62,10.57,36.69,Evening,Wednesday,47.06,71.89,33.6,16.5,0,Level 1,Long-Distance Traveler
257,User_257,Tesla Model 3,50,Station_408,Los Angeles,2024-01-11 16:00,2024-01-11 18:24,37.09,0.85,23.62,19.54,Evening,Thursday,53.71,53.3,180.1,14.7,7,DC Fast Charger,Long-Distance Traveler
258,User_258,Hyundai Kona,100,Station_189,Los Angeles,2024-01-11 17:00,2024-01-11 19:38,56.36,3.21,0,35.07,Morning,Wednesday,25.44,68.93,233.9,5.9,0,Level 2,Casual Driver
259,User_259,Nissan Leaf,85,Station_310,New York,2024-01-11 18:00,2024-01-11 19:25,6.35,1.05,4.11,10.03,Evening,Saturday,47.2,85.13,40.7,-0.2,5,DC Fast Charger,Long-Distance Traveler
260,User_260,Nissan Leaf,62,Station_318,Los Angeles,2024-01-11 19:00,2024-01-11 21:31,60.52,3.08,14.16,22.67,Evening,Saturday,25.51,64.21,219.1,-8.8,4,DC Fast Charger,Commuter
261,User_261,Nissan Leaf,50,Station_129,Los Angeles,2024-01-11 20:00,2024-01-11 22:15,49.62,3.73,28.55,12.88,Night,Monday,43.91,98.39,260.7,11.3,6,Level 2,Commuter
